Call;Organisation;Project title;Applicant / Contact person;Decision No.;Decision date;Funding period;Funding
Postdoctoral Researcher BTY;University of Helsinki;Identifying critical elements downstream of LKB1 involved in epithelial-mesenchymal transition (EMT) in non-small cell lung cancer;Tripathi, Sushil;297484;20.06.2016;01.09.2016 - 31.08.2019;278.804
Postdoctoral Researcher BTY;University of Helsinki;Infant microbiome and health: biotic interactions and host genotype shaping individual development;Korpela, Katri;297765;24.05.2016;01.09.2016 - 31.08.2019;313.789
Postdoctoral Researcher BTY;University of Helsinki;Interactomics-assisted discovery of apoplastic ROS receptors in Arabidopsis thaliana;Waszczak, Cezary;294580;24.05.2016;01.09.2016 - 31.08.2019;298.047
Postdoctoral Researcher BTY;University of Helsinki;MED12 in Hematological Malignancies;Heikkinen, Tuomas;295640;20.06.2016;01.09.2016 - 31.08.2019;278.927
Postdoctoral Researcher BTY;University of Helsinki;Molecular classification of uterine leiomyomas – towards clinical implications;Mäkinen, Netta M;295693;20.06.2016;01.09.2016 - 31.08.2019;278.810
Postdoctoral Researcher BTY;University of Helsinki;Neurocognitive basis of fluctuations in attention;Simola, Jaana;294761;20.06.2016;01.09.2016 - 31.08.2019;263.946
Postdoctoral Researcher BTY;University of Helsinki;Role of CDK7 in gene expression programs linked to proliferation;Niemelä, Elina;298775;24.05.2016;01.09.2016 - 31.08.2019;296.534
Postdoctoral Researcher BTY;University of Helsinki;The molecular mechanisms coupling developmental signalling and epithelial morphogenesis;Toddie-Moore, Daniel;295013;24.05.2016;01.09.2016 - 31.08.2019;258.064
Postdoctoral Researcher BTY;University of Helsinki;The role of translocon co-factors in protein biogenesis;Kellosalo, Juho;299762;24.05.2016;01.09.2016 - 31.08.2019;281.514
Postdoctoral Researcher BTY;University of Helsinki;Translating serum lipid modifying genetic information to the structural and functional properties of apolipoproteins;Koivuniemi, Artturi;298863;20.06.2016;01.09.2016 - 31.08.2019;276.436
Postdoctoral Researcher BTY;University of Jyväskylä;Why brown waters keep their color - the role of iron in the fate of organic carbon;Xiao, Yihua;295709;24.05.2016;01.09.2016 - 31.12.2019;259.735
Postdoctoral Researcher BTY;University of Oulu;Collagen XIII as regulator of bone development and stem cells;Koivunen, Jarkko;294617;20.06.2016;01.09.2016 - 31.08.2019;267.463
Postdoctoral Researcher BTY;University of Oulu;Inbreeding depression in nature - the genetic architecture, environment and immunity;Niskanen, Alina;295204;24.05.2016;01.09.2016 - 31.08.2019;261.068
Postdoctoral Researcher BTY;University of Tampere -2018;Development of in vitro myelination model applicable for multiple sclerosis research;Ristola, Mervi;296415;20.06.2016;01.09.2016 - 31.12.2018;211.700
Postdoctoral Researcher BTY;University of Turku;Effects of discharge regulation and erosion control infrastructures on long-term river evolution on cold regions;Kasvi, Elina;296090;24.05.2016;01.09.2016 - 31.08.2019;242.981
Postdoctoral Researcher BTY;University of Turku;"Noninvasive stimulation of the brain dopamine system: 
A study combining neuromodulation to multimodal neuroimaging";Joutsa, Juho;295580;20.06.2016;01.09.2016 - 31.08.2019;273.935
Postdoctoral Researcher BTY;University of Turku;Regulation of Cell Adhesion and Integrin Activity in Cancer and Stem Cells;Närvä, Elisa;297079;20.06.2016;01.09.2016 - 31.10.2019;251.232
Postdoctoral Researcher BTY;Åbo Akademi University;Porous silicon-DNA hydrogel Assembled Platform for Intracellular Drug Delivery to the Heart;Zhang, Hongbo;297580;20.06.2016;01.09.2016 - 31.08.2019;279.805
Postdoctoral Researcher BTY;Aalto University;Engineering orthogonal protein-peptide pairs for the production of stronger recombinant spider silk;Aranko, Sesilja;308772;16.05.2017;01.09.2017 - 31.08.2022;291.518
Postdoctoral Researcher BTY;Finnish Institute for Health and Welfare;Medication treatment and real-life outcome in persons with bipolar disorder or schizophrenia: a register-based study;Holm, Minna;310295;07.06.2017;01.09.2017 - 16.09.2023;242.225
Postdoctoral Researcher BTY;Finnish Meteorological Institute;Sources, transport and viability of microbes in the atmosphere;Atanasova, Nina;309570;16.05.2017;01.09.2017 - 30.11.2020;261.109
Postdoctoral Researcher BTY;Natural Resources Institute Finland;Evolution in gene networks of Scots pine (Pinus sylvestris) - implications for tree breeding;Kujala, Sonja;309978;16.05.2017;01.01.2018 - 31.12.2021;229.641
Postdoctoral Researcher BTY;Tampere University;Structure based development of novel Coxsackievirus B vaccines;Hankaniemi, Minna;326423;07.06.2017;01.01.2019 - 31.08.2020;160.492
Postdoctoral Researcher BTY;Tampere University;Synthetic microbial consortia as next-generation cell factories for targeted and efficient lignocellulose valorization (MiCelL);Santala, Suvi;326500;16.05.2017;01.01.2019 - 31.08.2020;156.798
Postdoctoral Researcher BTY;University of Eastern Finland;Gene-diet interactions and molecular pathways linking fatty acid metabolism to inflammation and type 2 diabetes;Lankinen, Maria;309311;07.06.2017;01.09.2017 - 31.12.2020;270.541
Postdoctoral Researcher BTY;University of Eastern Finland;Staffing as a contributing factor to incidents related to medication administration: A big data analysis using incident reports from UK and Finnish hospitals from 2007–2016;Härkänen, Marja;310708;07.06.2017;01.09.2017 - 31.08.2020;243.667
Postdoctoral Researcher BTY;University of Eastern Finland;The quality of organic matter governs the balance between beneficial and harmful nitrate reduction in lakes;Aalto, Sanni-Leea;310302;16.05.2017;01.09.2017 - 31.08.2019;179.007
Postdoctoral Researcher BTY;University of Helsinki;A Drug Nanocrystal-Encapsulated Nanovector Toward Targeted Cancer Theranostics;Liu, Dongfei;308742;07.06.2017;01.09.2017 - 31.08.2020;279.990
Postdoctoral Researcher BTY;University of Helsinki;Comprehensive ecosystem - atmosphere simulations for improved predictions of climate change;Taipale, Ditte;307957;16.05.2017;01.09.2017 - 31.01.2022;268.634
Postdoctoral Researcher BTY;University of Helsinki;"Effect of obesity on adipose stem cells and their mechanisms of action using genetically matched obese and lean donor groups 
-Novel therapeutic insights for metabolic diseases";Patrikoski, Mimmi;311084;07.06.2017;01.09.2017 - 31.07.2021;280.000
Postdoctoral Researcher BTY;University of Helsinki;Genetic vulnerability for CNS autoimmune and sleep disorders.;Ollila, Hanna;309643;07.06.2017;01.09.2017 - 31.08.2020;280.000
Postdoctoral Researcher BTY;University of Helsinki;Impact of climatic variability on biogeochemical processing of riverine organic carbon in coastal environments;Asmala, Eero;309748;16.05.2017;01.09.2017 - 31.08.2020;294.366
Postdoctoral Researcher BTY;University of Helsinki;Mocular mechanisms underlying virus-host interaction of pathogenic hantaviruses;Rissanen, Aino Ilona;309605;16.05.2017;01.09.2017 - 31.08.2020;295.123
Postdoctoral Researcher BTY;University of Helsinki;Modelling the molecular cross talk between tumor cells and lymphatic endothelium;Gramolelli, Silvia;309544;07.06.2017;01.09.2017 - 31.07.2021;264.695
Postdoctoral Researcher BTY;University of Helsinki;Natural products from lichens;Shishido Joutsen, Tania;308266;16.05.2017;01.09.2017 - 31.08.2021;254.129
Postdoctoral Researcher BTY;University of Helsinki;Novel perspectives for biodiversity conservation in farmland – from global priorities to local solutions;Santangeli, Andrea;307909;16.05.2017;01.09.2017 - 31.08.2020;238.268
Postdoctoral Researcher BTY;University of Helsinki;Novel vascular targets for endothelial barrier stabilization in inflammation and cancer;Kiss, Elina;308663;07.06.2017;01.09.2017 - 31.08.2020;280.000
Postdoctoral Researcher BTY;University of Helsinki;Nuclear actin in neuronal differentiation and neurodegeneration;Hyrskyluoto, Alise K;308890;07.06.2017;01.09.2017 - 08.12.2019;208.591
Postdoctoral Researcher BTY;University of Helsinki;Patterns, drivers, and abrupt change during warm interglacial climates;Salonen, Sakari;310649;16.05.2017;01.09.2017 - 31.08.2020;241.397
Postdoctoral Researcher BTY;University of Helsinki;Plant-mycorrhizal associations under environmental change;Abrego, Nerea;308651;16.05.2017;01.09.2017 - 31.12.2020;278.163
Postdoctoral Researcher BTY;University of Helsinki;Studies of the membrane-bound pyrophosphatase from protist parasites as a potential drug target;Vidilaseris, Keni;308105;16.05.2017;01.09.2017 - 30.09.2020;304.654
Postdoctoral Researcher BTY;University of Helsinki;The role of bark permeability in tree performance and survival in changing climate;Lintunen, Anna;310375;16.05.2017;01.09.2017 - 31.08.2020;233.977
Postdoctoral Researcher BTY;University of Helsinki;Topoclimate, land surface conditions and atmospheric feedbacks;Aalto, Juha;307761;16.05.2017;01.09.2017 - 31.08.2019;190.378
Postdoctoral Researcher BTY;University of Jyväskylä;"Endless forms most beautiful:  
A sensory ecology approach to understand the evolution of aposematic colour polymorphism";Nokelainen, Ossi Joonas;310406;16.05.2017;01.09.2017 - 31.08.2020;255.834
Postdoctoral Researcher BTY;University of Oulu;Cognition and social learning in bumblebees;Loukola, Olli;309995;16.05.2017;01.09.2017 - 31.08.2020;233.970
Postdoctoral Researcher BTY;University of Oulu;Prediction of Sudden Cardiac Death from 12-Lead Electrocardiogram;Kenttä, Tuomas;309447;07.06.2017;01.09.2017 - 31.08.2020;268.739
Postdoctoral Researcher BTY;University of Oulu;The molecular mechanisms in metastatic tumor microenvironment of oral cancer;Åström, Pirjo;308363;07.06.2017;01.09.2017 - 31.08.2020;280.000
Postdoctoral Researcher BTY;University of Tampere -2018;Structure based development of novel Coxsackievirus B vaccines;Hankaniemi, Minna;309455;07.06.2017;01.09.2017 - 31.12.2018;119.508
Postdoctoral Researcher BTY;University of Turku;"EXOCA 
Exosomes in ovarian cancer – messengers between tumour cells and stroma";Lehtinen, Laura;308507;07.06.2017;01.09.2017 - 31.07.2022;279.285
Postdoctoral Researcher BTY;University of Turku;Enhancing physical activity and healthy aging among recent retirees - Randomized controlled in-home physical activity trial;Leskinen, Tuija;309526;07.06.2017;01.09.2017 - 31.12.2020;274.178
Postdoctoral Researcher BTY;University of Turku;Extracellular vesicle glycosylations as comprehensive biomarkers of cancer;Leivo, Janne Petteri;309950;07.06.2017;01.09.2017 - 31.08.2020;265.656
Postdoctoral Researcher BTY;University of Turku;Mechanisms of germ granule-mediated RNA quality control;Lahti, Matti;308644;07.06.2017;01.09.2017 - 31.08.2020;275.237
Postdoctoral Researcher BTY;University of Turku;Myo10 filopodia and cancer metastasis (MYOFIL);Jacquemet, Guillaume;308212;07.06.2017;01.09.2017 - 31.08.2019;162.534
Postdoctoral Researcher BTY;University of Turku;"Single-cell Atlas of human follicular T helper cells 
in Health and Disease";Lönnberg, Tapio;311081;07.06.2017;01.09.2017 - 31.08.2020;280.000
Postdoctoral Researcher BTY;University of Turku;The molecular basis of nociceptive control of inflammation;Takeda, Akira;308223;16.05.2017;01.09.2017 - 31.08.2020;261.938
Postdoctoral Researcher BTY;VTT Technical Research Centre of Finland Ltd;Biorefining of Novel Cellulosics from Forest Fibers;Arola, Suvi;326262;16.05.2017;01.09.2018 - 31.12.2021;213.900
Postdoctoral Researcher BTY;Åbo Akademi University;Myo10 filopodia and cancer metastasis (MYOFIL);Jacquemet, Guillaume;334744;07.06.2017;01.09.2019 - 31.12.2020;96.520
Postdoctoral Researcher BTY;Aalto University;Functionally graded biomimetic composites inspired by the squid beak (BEAK);Gabryelczyk, Bartosz;315140;29.05.2018;01.09.2018 - 31.08.2021;284.068
Postdoctoral Researcher BTY;Finnish Institute for Health and Welfare;Youth Experiences and Health (YEAH) Study - Psychological symptoms and resources as predictors of mental health among treatment-seeking adolescents;Therman, Bo Sebastian;317363;18.06.2018;01.09.2018 - 31.08.2021;260.068
Postdoctoral Researcher BTY;Finnish Meteorological Institute;Novel perspectives on gas transfer in the nocturnal stable boundary layer – implications on ecosystem carbon balance estimation on multiple time scales;Peltola, Olli;315424;29.05.2018;01.09.2018 - 31.08.2021;220.128
Postdoctoral Researcher BTY;Tampere University;The challenge of dementia in the era of increasing longevity and changing care systems;Aaltonen, Mari;326404;18.06.2018;01.01.2019 - 31.08.2022;251.909
Postdoctoral Researcher BTY;University of Eastern Finland;Aberrant RNA splicing in obesity;Kaminska, Dorota;316458;18.06.2018;01.09.2018 - 15.11.2021;280.000
Postdoctoral Researcher BTY;University of Eastern Finland;Novel nuclear non-coding RNAs for the epigenetic treatment of cerebral ischemia;Turunen, Tiia;314985;18.06.2018;01.09.2018 - 31.08.2021;271.180
Postdoctoral Researcher BTY;University of Eastern Finland;Reprogramming Chromatin Occupancy and Transcriptional Activity by Dynamic Transcription Factor Transitions;Paakinaho, Ville;315759;29.05.2018;01.09.2018 - 31.08.2021;247.806
Postdoctoral Researcher BTY;University of Eastern Finland;The effects of stand dynamics on tree architecture of Scots pine trees;Saarinen, Ninni;345166;28.05.2018;01.01.2021 - 31.08.2021;54.094
Postdoctoral Researcher BTY;University of Helsinki;A Thermo-responsive Biopolymeric Microimplant for Autoimmune Disorders;Shahbazi, Mohammad-Ali;317316;18.06.2018;01.09.2018 - 31.08.2021;280.000
Postdoctoral Researcher BTY;University of Helsinki;A role of structural- and epigenomic variation in perennial climate adaptation;Toivainen, Tuomas;315353;29.05.2018;01.09.2018 - 31.08.2021;287.118
Postdoctoral Researcher BTY;University of Helsinki;Acoustic waves as a new tailoring tool for lipid-based oleogels (NEW-WAVE);Valoppi, Fabio;316244;29.05.2018;01.09.2018 - 31.08.2020;216.733
Postdoctoral Researcher BTY;University of Helsinki;Behavioural and morphological adaptation to environmental change: the example of African Neogene to Quaternary Proboscidea;Saarinen, Juha;315691;29.05.2018;01.09.2018 - 31.08.2021;235.304
Postdoctoral Researcher BTY;University of Helsinki;Developing urinary extracellular vesicle transcriptomics as virtual kidney biopsies: A novel tool for diabetic kidney disease prediction;Dwivedi, Om Prakash;317599;18.06.2018;01.09.2018 - 31.12.2021;271.448
Postdoctoral Researcher BTY;University of Helsinki;Evaluating adaptive potential and local climate adaptation across biogeographic and landscape scales;DiLeo, Michelle;316227;29.05.2018;01.09.2018 - 31.03.2022;259.493
Postdoctoral Researcher BTY;University of Helsinki;Evolutionary and conservation genomics of rapid ecological speciation in the Baltic Sea;Momigliano, Paolo;316294;29.05.2018;01.09.2018 - 31.08.2021;290.759
Postdoctoral Researcher BTY;University of Helsinki;Hair follicle fate specification;Kumar, Vinod;318332;29.05.2018;01.10.2018 - 31.12.2021;294.451
Postdoctoral Researcher BTY;University of Helsinki;Intestinal Microbiota in Irritable BowIntestinal Microbiota in Irritable Bowel Syndrome – composition and function in relation to symptom;Jalanka, Jonna K;316338;29.05.2018;01.09.2018 - 31.08.2021;282.962
Postdoctoral Researcher BTY;University of Helsinki;Mechanisms of hypertrophy in infantile mitochondrial cardiomyopathy;Khan, Nahid;316435;18.06.2018;01.09.2018 - 15.07.2022;279.967
Postdoctoral Researcher BTY;University of Helsinki;OPerationalising Ecosystem services in business Sustainability: drawing from green and circular-bioeconomy (OPES);D'Amato-Pihlman, Dalia;315912;29.05.2018;01.09.2018 - 31.08.2021;265.108
Postdoctoral Researcher BTY;University of Helsinki;PeptiENV –Personalized anti-cancer vaccine platform for clinically relevant therapeutic enveloped viruses;Ylösmäki, Erkko O;317206;18.06.2018;01.09.2018 - 31.08.2021;280.000
Postdoctoral Researcher BTY;University of Helsinki;Platelet-derived extracellular vesicles mediate novel roles in tissue healing;Palviainen, Mari;315227;18.06.2018;01.09.2018 - 31.08.2021;280.000
Postdoctoral Researcher BTY;University of Helsinki;STAR-DUST: Sewage Treatment and the Antibiotic Resistome – Development, Underinvestigated links, Selection and Transmission;Karkman, Antti;315678;29.05.2018;01.09.2018 - 11.03.2022;288.637
Postdoctoral Researcher BTY;University of Helsinki;The effects of stand dynamics on tree architecture of Scots pine trees;Saarinen, Ninni;315079;29.05.2018;01.09.2018 - 31.12.2020;208.792
Postdoctoral Researcher BTY;University of Helsinki;Translational adaptation to directed evolution by post-transcriptional RNA modifications;Hotti, Hannu S;316647;29.05.2018;01.09.2018 - 31.08.2021;270.563
Postdoctoral Researcher BTY;University of Jyväskylä;Does food quality determine the responses of zooplankton when exposed to multiple stressors?;Hiltunen, Minna;315163;29.05.2018;01.09.2018 - 31.01.2023;263.512
Postdoctoral Researcher BTY;University of Jyväskylä;When ancient meets modern – effect of plant-derived carbon on anaerobic decomposition in arctic permafrost soils (PANDA);Marushchak, Maija;317054;29.05.2018;01.09.2018 - 31.12.2021;274.538
Postdoctoral Researcher BTY;University of Oulu;Structural and functional studies on the Plasmodium glideosome complex;Hung, Yu Fu;318333;18.06.2018;01.09.2018 - 31.08.2021;280.000
Postdoctoral Researcher BTY;University of Tampere -2018;The challenge of dementia in the era of increasing longevity and changing care systems;Aaltonen, Mari;315985;18.06.2018;01.09.2018 - 31.12.2018;28.091
Postdoctoral Researcher BTY;University of Turku;Development and testing the effectiveness and feasibility of a structured violence risk management intervention to support safety in psychiatric hospitals.;Lantta, Tella;316206;18.06.2018;01.01.2019 - 30.06.2022;237.812
Postdoctoral Researcher BTY;University of Turku;From hits to leads – Small molecules for novel cancer drug targets;Niinivehmas, Sanna;315492;18.06.2018;01.01.2019 - 07.11.2022;266.751
Postdoctoral Researcher BTY;Finnish Institute for Health and Welfare;Causes, consequences and prevention of sarcopenic obesity;Sääksjärvi, Katri;321625;15.04.2019;01.09.2019 - 31.08.2023;252.025
Postdoctoral Researcher BTY;Finnish Meteorological Institute;FluoSYN: Reducing carbon modelling uncertainties through the synergy of FLEX/Sentinel-3 and Sentinel-5P derived vegetation fluorescence;Sabater Medina, Maria de las Neus;324091;15.04.2019;01.09.2019 - 31.08.2022;238.413
Postdoctoral Researcher BTY;Geological Survey of Finland;Methane, microbes and metasediments - links between abiotic and biotic carbon cycling in Finnish bedrock;Purkamo, Lotta;323269;15.04.2019;01.09.2019 - 31.08.2022;268.237
Postdoctoral Researcher BTY;Natural Resources Institute Finland;Trade-offs and synergies in land-based climate change mitigation and biodiversity conservation (TRACY);Repo, Anna;322066;15.04.2019;01.09.2019 - 30.04.2024;258.337
Postdoctoral Researcher BTY;Tampere University;Advanced computational biology methods to study mechanoresponsive proteins;Mykuliak, Vasyl;323021;15.04.2019;01.09.2019 - 31.08.2022;256.058
Postdoctoral Researcher BTY;Tampere University;Decoding emotions across life-span: development of emotional experiences and their neural bases;Saarimäki, Heini;323425;15.04.2019;01.09.2019 - 31.12.2022;280.236
Postdoctoral Researcher BTY;Tampere University;Novel bioink development for 3D bioprinting technologies: 3D bioprinted cornea to model cornea regeneration and ultimately to cure cornea blindness;Mörö, Anni;324082;15.04.2019;01.09.2019 - 31.12.2022;279.183
Postdoctoral Researcher BTY;Tampere University;Upgrading bacterial nanocellulose properties for sensor applications;Mangayil, Rahul;323214;15.04.2019;01.09.2019 - 31.08.2022;276.326
Postdoctoral Researcher BTY;Turku University Hospital;Individualized predictive models to support decision making in the treatment of musculoskeletal disorders;Venäläinen, Mikko;345044;15.04.2019;01.01.2021 - 31.12.2022;142.651
Postdoctoral Researcher BTY;University of Eastern Finland;FADS1 genotype and PUFAs in adipose tissue metabolism and adipocyte function;Vaittinen, Maija;324494;15.04.2019;01.09.2019 - 31.08.2022;241.284
Postdoctoral Researcher BTY;University of Eastern Finland;New Enhanced and Individualized Diagnostic Paradigm for Obstructive Sleep Apnea;Leppänen, Timo;323536;15.04.2019;01.09.2019 - 31.08.2022;286.173
Postdoctoral Researcher BTY;University of Helsinki;Black box of microbial interactions - phage-host interactions during off-season;Laanto, Elina;321985;15.04.2019;01.09.2019 - 31.10.2022;270.605
Postdoctoral Researcher BTY;University of Helsinki;Circadian rhythm in the gut: a link between food, light and GI tract pathophysiology?;Schewe, Matthias;325978;15.04.2019;01.09.2019 - 31.08.2022;301.457
Postdoctoral Researcher BTY;University of Helsinki;Cytokinin regulation of cambial activity and wood formation in Populus trees (POP-CAM);Kucukoglu, Melis;326036;15.04.2019;01.09.2019 - 31.08.2022;261.899
Postdoctoral Researcher BTY;University of Helsinki;Development and consequences of individual circadian rhythm and its misalignment: the role of behavioral and genetic factors;Merikanto, Ilona;322312;15.04.2019;01.09.2019 - 31.08.2022;279.488
Postdoctoral Researcher BTY;University of Helsinki;Disease evolution at the interface of wild and cultivated habitats in the Rubus - Peronospora sparsa interaction;Susi, Hanna;321441;15.04.2019;01.09.2019 - 31.08.2022;297.938
Postdoctoral Researcher BTY;University of Helsinki;Elemental stoichiometry of benthic invertebrates as driver of coastal biogeochemical cycles;Villnäs, Anna;323212;15.04.2019;01.09.2019 - 31.08.2023;277.566
Postdoctoral Researcher BTY;University of Helsinki;Endothelial transcription factors as novel regulators of the oncogenic Kaposi sarcoma herpesvirus replication in lymphatic endothelial cells.;Elbasani, Endrit;324487;15.04.2019;01.09.2019 - 31.07.2021;173.762
Postdoctoral Researcher BTY;University of Helsinki;"Genome-wide transcription in space and time: 
Molecular mechanisms driving transcriptional reprogramming in gene-enhancer networks";Vihervaara, Anniina;324952;15.04.2019;01.09.2019 - 31.01.2021;145.060
Postdoctoral Researcher BTY;University of Helsinki;Ionic modulation of GABAergic transmission by subcellular targeting of cation-chloride cotransporters;Virtanen, Mari;321698;15.04.2019;01.09.2019 - 31.05.2024;270.057
Postdoctoral Researcher BTY;University of Helsinki;Neonatal Brain Networks: From Measures to Diagnostic signatures (NeoNets);Tokariev, Anton;321235;15.04.2019;01.09.2019 - 30.09.2022;284.779
Postdoctoral Researcher BTY;University of Helsinki;Orally delivered immunomodulatory cytokines reprogram macrophages for inflammatory bowel disease therapy;Li, Wei;322093;15.04.2019;01.09.2019 - 31.05.2023;279.978
Postdoctoral Researcher BTY;University of Helsinki;Peri-infarct targeting of microglia to facilitate brain recovery from ischemic stroke.;Lõhelaid, Helike;322757;15.04.2019;01.09.2019 - 31.08.2022;302.773
Postdoctoral Researcher BTY;University of Helsinki;Proteorhodopsin expression, abundance and regulation in Arctic and Baltic sea-ice ecosystems (PRICE);Eronen-Rasimus, Eeva;325140;15.04.2019;01.09.2019 - 31.08.2022;291.523
Postdoctoral Researcher BTY;University of Helsinki;Role of circadian system desynchronization  in depression development and its pharmacological resynchronization as potential antidepressant treatment;Rozov, Stanislav;322906;15.04.2019;01.09.2019 - 20.10.2022;268.509
Postdoctoral Researcher BTY;University of Helsinki;The transcriptomic identity and mechanistic signature of invasive brain tumor cells.;Le Joncour, Vadim;321867;15.04.2019;01.09.2019 - 31.08.2022;289.874
Postdoctoral Researcher BTY;University of Helsinki;What predicts and enables virus host shifts?;Mäntynen, Sari;323426;15.04.2019;01.09.2019 - 31.10.2022;274.123
Postdoctoral Researcher BTY;University of Helsinki;Wood-based products in low-carbon economy: Dynamics of substitution processes and their climate impacts (SubWood);Hurmekoski, Elias;321627;15.04.2019;01.09.2019 - 31.08.2022;270.949
Postdoctoral Researcher BTY;University of Jyväskylä;BIO-OPTICAL PROPERTIES OF MICROALGAE IN ENVIRONMENTAL MONITORING AND RESEARCH;Salmi, Pauliina;321780;15.04.2019;01.09.2019 - 31.08.2022;247.821
Postdoctoral Researcher BTY;University of Oulu;Understanding the mechanisms of actin monomer recharging for polymerization and evaluation of the machinery as a drug target against malaria;Piirainen, Henni;322917;15.04.2019;01.09.2019 - 31.08.2023;294.598
Postdoctoral Researcher BTY;University of Turku;CRICON: Conjugative Delivery of CRISPR-Cas9-Based System for Eradicating Antibiotic Resistance;Penttinen, Reetta;322204;15.04.2019;01.09.2019 - 31.10.2022;279.717
Postdoctoral Researcher BTY;University of Turku;DNA methylation as a biomarker and therapeutic target in Acute lymphoblastic leukemia;Kaukonen, Riina;325937;15.04.2019;01.09.2019 - 30.06.2023;248.798
Postdoctoral Researcher BTY;University of Turku;Eplin isoforms and breast cancer progression;Moreno Layseca, Paulina;321493;15.04.2019;01.09.2019 - 31.07.2024;256.359
Postdoctoral Researcher BTY;University of Turku;Grass Endophyte Mediated Plant Defence Against Pest Insects;Fuchs, Benjamin;324523;15.04.2019;01.09.2019 - 31.10.2022;243.577
Postdoctoral Researcher BTY;University of Turku;Individualized predictive models to support decision making in the treatment of musculoskeletal disorders;Venäläinen, Mikko;322123;15.04.2019;01.09.2019 - 31.12.2020;103.973
Postdoctoral Researcher BTY;University of Turku;Metabolomics meet gut microbiome. A stepping stone towards type 1 diabetes prediction and prevention.;Lamichhane, Santosh;323171;15.04.2019;01.09.2019 - 31.08.2022;263.709
Postdoctoral Researcher BTY;University of Turku;Regulation of the organellar dysfunction response in plants;Pascual Vázquez, Jesús;325122;15.04.2019;01.09.2019 - 31.08.2021;162.893
Postdoctoral Researcher BTY;University of Turku;Tail matters - the function of sperm tail in RNA-mediated epigenetic inheritance;Lehti, Mari;321398;15.04.2019;01.09.2019 - 31.08.2022;273.548
Postdoctoral Researcher BTY;Åbo Akademi University;Marine primary producers in a future climate: an eco-evolutionary approach combining experimental ecology and metagenomics;Sjöqvist, Conny;321609;15.04.2019;01.09.2019 - 31.08.2022;274.981
Postdoctoral Researcher BY;University of Turku;Eco-evolutionary genetics: Investigating the population dynamics and evolution of Atlantic salmon in a changing world;Aykanat, Tutku;296676;24.05.2016;01.09.2016 - 31.08.2017;81.669
Postdoctoral Researcher BY;Aalto University;Biorefining of Novel Cellulosics from Forest Fibers;Arola, Suvi;311608;16.05.2017;01.09.2017 - 31.08.2018;87.779
Postdoctoral Researcher BY;Tampere University of Technology -2018;Synthetic microbial consortia as next-generation cell factories for targeted and efficient lignocellulose valorization (MiCelL);Santala, Suvi;310135;16.05.2017;01.09.2017 - 31.12.2018;133.298
Postdoctoral Researcher BY;University of Turku;Cell metabolism and tyrosine phosphorylation as novel regulators of integrin activity.;Georgiadou, Maria;308502;16.05.2017;01.09.2017 - 16.09.2018;54.763
Postdoctoral Researcher KY;Aalto University;If you want to go east, don't go west: Western expatriates' attitudes and behaviors in contemporary Russia;Koveshnikov, Alexei;299118;29.04.2016;01.09.2016 - 31.08.2019;311.118
Postdoctoral Researcher KY;Hanken School of Economics;New meanings of work: Men opting out of mainstream career models to adopt alternative approaches to work;Biese, Ingrid;298559;29.04.2016;01.09.2016 - 31.10.2018;189.308
Postdoctoral Researcher KY;Tampere University;A Key to Success? Scrutinising the Communication of Knowledge in the Interpretation of Participatory Budgeting in Finland, Poland and the UK;Lehtonen, Pauliina;326559;29.04.2016;01.01.2019 - 31.12.2022;179.022
Postdoctoral Researcher KY;Tampere University;Affective landscapes of running;Bamberg, Jarkko;326555;29.04.2016;01.01.2019 - 31.08.2019;92.039
Postdoctoral Researcher KY;Tampere University;Morality in politics: Epistemic governance and policymaking in modern world society;Qadir, Ali;326563;29.04.2016;01.01.2019 - 31.08.2019;36.045
Postdoctoral Researcher KY;Tampere University;Translating with speech, sound, and body: Multimodal collaboration between sighted and visually impaired persons in audio description;Hirvonen, Maija;334692;29.04.2016;01.09.2019 - 18.10.2020;92.048
Postdoctoral Researcher KY;Tampere University;Trauma before Trauma: Finnish War Veterans and the Posttraumatic Stress, 1945–55;Kivimäki, Ville;326556;29.04.2016;01.01.2019 - 31.08.2019;55.575
Postdoctoral Researcher KY;University of Eastern Finland;Cosmopolitanism Revisited: Afro-European Mobilities in Contemporary African Diasporic Literatures;Toivanen, Anna-Leena;294780;29.04.2016;01.09.2016 - 31.03.2017;48.775
Postdoctoral Researcher KY;University of Eastern Finland;Human-Animal Relationships and Technology in Transition: Reconfiguring Finnish Cattle Tending from the Late 19th Century to the Present;Kaarlenkaski, Taija;296488;29.04.2016;01.09.2016 - 10.11.2019;245.545
Postdoctoral Researcher KY;University of Helsinki;A CHILD’S RIGHT TO A FAMILY: DEINSTITUTIONALIZATION OF CHILD WELFARE IN PUTIN’S RUSSIA;Kulmala, Meri;295554;29.04.2016;01.09.2016 - 31.12.2018;228.209
Postdoctoral Researcher KY;University of Helsinki;A New Problem of Demarcation: Democratisation of Science as a Challenge to Objectivity;Koskinen, Inkeri;294585;29.04.2016;01.09.2016 - 31.08.2019;243.151
Postdoctoral Researcher KY;University of Helsinki;Advocacy Coalitions and Climate Policy in Corporatist and Pluralist Societies: Comparing Finland, Sweden, Canada and the UK;Gronow, Antti;298819;29.04.2016;01.09.2016 - 30.09.2019;271.732
