Call;Organisation;Project title;Applicant / Contact person;Decision No.;Decision date;Funding period;Funding
Postdoctoral Researcher LT;Finnish Meteorological Institute;Study of long term changes in cryosphere and assimilation of Earth observation data for hydrological modeling and numerical weather prediction;Luojus, Kari;261141;04.05.2012;01.09.2012 - 31.08.2015;294.112
Postdoctoral Researcher LT;Lappeenranta-Lahti University of Technology LUT;Development of Beam and Plate Finite Elements for Soft Tissue Representation in Multibody System Dynamics;Matikainen, Marko;259543;04.05.2012;01.09.2012 - 31.08.2015;285.760
Postdoctoral Researcher LT;Lappeenranta-Lahti University of Technology LUT;Intelligent and autonomous variable-speed-driven pumping systems;Ahonen, Tero;261946;04.05.2012;01.09.2012 - 31.08.2015;270.710
Postdoctoral Researcher LT;Lappeenranta-Lahti University of Technology LUT;New Materials and Techniques for Ion Exchange and Adsorption in Hydrometallurgical Applications.;Laatikainen, Katri;257135;04.05.2012;01.09.2012 - 19.03.2018;305.890
Postdoctoral Researcher LT;Tampere University of Technology -2018;Characterization of the Electrophysiological Properties of Stem Cell Derived Retinal Pigment Epithelia and Development of in Vitro Ophthalmic Test Environment;Nymark, Soile;260375;04.05.2012;01.09.2012 - 31.08.2015;313.060
Postdoctoral Researcher LT;Tampere University of Technology -2018;HOUSING PRICING MODELS AND THE IMPACTS OF HOUSING PREFERENCES OF THE GROWING NUMBER OF SINGLE PERSON HOUSEHOLDS;Tyvimaa, Tanja;259070;04.05.2012;01.09.2012 - 31.08.2015;282.310
Postdoctoral Researcher LT;Tampere University of Technology -2018;Investigation of material structure and transfer properties by image based measurements, with application to modern paper products;Mettänen, Marja;258124;04.05.2012;01.09.2012 - 09.07.2017;297.440
Postdoctoral Researcher LT;Tampere University of Technology -2018;NOCEVAL - Piece-by-piece evaluation of Network-on-Chips for reproducible research;Salminen, Erno Oskari;258269;04.05.2012;01.09.2012 - 22.03.2015;254.911
Postdoctoral Researcher LT;Tampere University of Technology -2018;New Approach for Heteroepitaxy: Antimonide Nanowires on Silicon;Talmila, Soile;260815;04.05.2012;01.09.2012 - 30.09.2016;311.399
Postdoctoral Researcher LT;University of Eastern Finland;Efficient search algorithms for genuine dependency rules in large-dimensional data;Hämäläinen, Wilhelmiina;258589;04.05.2012;01.09.2012 - 30.04.2015;72.530
Postdoctoral Researcher LT;University of Eastern Finland;Evaluation of emission reduction methods for small-scale biomass combustion based on novel aerosol characterization approach;Sippula, Olli;258315;04.05.2012;01.09.2012 - 31.08.2015;311.950
Postdoctoral Researcher LT;University of Eastern Finland;New approaches for estimating groundwater resources;Lähivaara, Timo;257372;04.05.2012;01.09.2012 - 15.11.2015;274.630
Postdoctoral Researcher LT;University of Eastern Finland;Surface Chemistry of Material Growth by Atomic Layer Deposition Technique;Tanskanen, Jukka;256800;04.05.2012;01.09.2012 - 16.05.2014;197.560
Postdoctoral Researcher LT;University of Eastern Finland;Zeros of analytic functions in the unit disc;Gröhn, Janne;258125;04.05.2012;01.09.2012 - 31.08.2015;267.149
Postdoctoral Researcher LT;University of Helsinki;Computationally efficient and statistically powerful methodology for contemporary genetic data;Pirinen, Matti;257654;04.05.2012;01.09.2012 - 31.08.2015;282.155
Postdoctoral Researcher LT;University of Helsinki;"Cosmological inflation: primordial non-Gaussianity and 
infrared perturbations as a probe of fundamental aspects of high-energy physics";Nurmi, Sami;257532;04.05.2012;01.09.2012 - 31.08.2015;242.848
Postdoctoral Researcher LT;University of Helsinki;Design, Synthesis and Biological Activity of Novel Protein Kinase C-Targeted Anti-Cancer Compounds;Boije af Gennäs, Gustav;257685;04.05.2012;01.09.2012 - 31.08.2015;283.620
Postdoctoral Researcher LT;University of Helsinki;Efficient search algorithms for genuine dependency rules in large-dimensional data;Hämäläinen, Wilhelmiina;294172;04.05.2012;01.05.2015 - 30.04.2016;10.234
Postdoctoral Researcher LT;University of Helsinki;Fast and Efficient Indexes for Highly Repetitive Data;Puglisi, Simon;258308;04.05.2012;01.09.2012 - 31.08.2015;294.957
Postdoctoral Researcher LT;University of Helsinki;Fundamentals and applications of photoionization in mass spectrometry for analysis of non-polar compounds;Haapala, Markus;257316;04.05.2012;01.09.2012 - 31.08.2015;314.120
Postdoctoral Researcher LT;University of Helsinki;Physical properties of interplanetary dust;Kohout, Tomas;257487;04.05.2012;01.09.2012 - 31.08.2015;282.905
Postdoctoral Researcher LT;University of Helsinki;Regularity issues for nonlinear elliptic and parabolic partial differential equations;Siljander, Juhana E;259363;04.05.2012;01.09.2012 - 31.08.2015;272.490
Postdoctoral Researcher LT;University of Helsinki;Towards real atmospheric clouds.;Prisle, Nønne;257411;04.05.2012;01.09.2012 - 31.08.2015;247.479
Postdoctoral Researcher LT;University of Jyväskylä;Computational Design of Organometallic Nanostructured Materials for Energy Applications;Clayborne, Andre;258500;04.05.2012;01.09.2012 - 31.08.2015;264.351
Postdoctoral Researcher LT;University of Jyväskylä;GPU accelerated gradient based antenna shape optimization methods;Toivanen, Jukka Ilari;257589;04.05.2012;01.09.2012 - 12.10.2014;181.310
Postdoctoral Researcher LT;University of Jyväskylä;Supramolecular Self-assembly and Host-guest studies of modified Resorcinarene Cavitands via Halogen and Hydrogen Bonding;Beyeh, Ngong Kodiah;258653;04.05.2012;01.09.2012 - 31.08.2015;279.920
Postdoctoral Researcher LT;University of Jyväskylä;p-Harmonic Functions and Stochastic Games;Luiro, Hannes;259069;04.05.2012;01.09.2012 - 31.08.2015;258.682
Postdoctoral Researcher LT;University of Oulu;Mobile Sensors and Behavior Recognition in Real-world (MOVE);Koskimäki, Heli;257468;04.05.2012;01.09.2012 - 30.09.2016;272.350
Postdoctoral Researcher LT;University of Oulu;Predicting Software Defects Across Projects;Turhan, Burak;260871;04.05.2012;01.09.2012 - 31.12.2013;138.762
Postdoctoral Researcher LT;University of Turku;Nonspecific Binding in Drinking Water Analysis;Pihlasalo, Sari;258617;04.05.2012;01.09.2012 - 31.08.2015;279.550
Postdoctoral Researcher LT;University of Turku;Quantum phenomena of H atoms captured in solid molecular hydrogen;Ahokas, Janne;258074;04.05.2012;01.09.2012 - 30.04.2016;290.382
Postdoctoral Researcher LT;University of Turku;Synchronization-Aware Dynamic Power Management for Wireless Sensor Networks (SyncPM);Nigussie, Ethiopia;258056;04.05.2012;01.09.2012 - 31.08.2015;311.290
Postdoctoral Researcher LT;VTT Technical Research Centre of Finland;Protection of office workers from exposure to respiratory diseases by protective air distribution (POWER-PAD);Cao, Guangyu;259678;04.05.2012;01.09.2012 - 19.10.2014;271.802
Postdoctoral Researcher LT;VTT Technical Research Centre of Finland Ltd;ANAEROBIC METHANOTROPHY IN FENNOSCANDIAN DEEP TERRESTRIAL SUBSURFACE STUDIED BY SINGLE CELL ISOLATION AND SEQUENCING (METHANO);Bomberg, Malin;261220;04.05.2012;01.09.2012 - 31.08.2015;297.280
Postdoctoral Researcher LT;VTT Technical Research Centre of Finland Ltd;Quantum standard for the new ampere;Kemppinen, Antti;292755;04.05.2012;01.01.2015 - 30.04.2016;104.502
Postdoctoral Researcher LT;Aalto University;AbiComm: Ability-Based Multimodal Communication Using Biomechanical, and Neurophysiological Measurements;Hoggan, Eve;268247;08.05.2013;01.09.2013 - 31.08.2016;266.960
Postdoctoral Researcher LT;Aalto University;Advanced methods for resource allocation and project selection;Liesiö, Juuso;267503;08.05.2013;01.09.2013 - 31.08.2014;114.668
Postdoctoral Researcher LT;Aalto University;Analysis of preconditioned iterative methods for time-harmonic wave equations;Hannukainen, Antti;267297;08.05.2013;01.09.2013 - 31.08.2014;113.820
Postdoctoral Researcher LT;Aalto University;Audiovisual Space in Sound Design;Macedo Mendonça Hiipakka, Ana Catarina;266239;08.05.2013;01.09.2013 - 31.10.2015;189.919
Postdoctoral Researcher LT;Aalto University;Collaborative Optimization for Networking Performance in Ubiquitous Cloud Computing;Xiao, Yu;268096;08.05.2013;01.09.2013 - 21.03.2017;263.770
Postdoctoral Researcher LT;Aalto University;Developing Number Theoretic Tools for Wireless Communications and Distributed Storage;Karpuk, David;268364;08.05.2013;01.01.2014 - 31.12.2016;249.960
Postdoctoral Researcher LT;Aalto University;Development of TMS-EEG instrumentation and studies of the effective connectivity in the brain;Nieminen, Jaakko;265680;08.05.2013;01.09.2013 - 31.08.2016;269.050
Postdoctoral Researcher LT;Aalto University;Global green-blue water scarcity trajectories and measures for adaptation: linking the Holocene to the Anthropocene (SCART);Kummu, Matti;267463;08.05.2013;01.09.2013 - 31.08.2016;273.410
Postdoctoral Researcher LT;Aalto University;Lifestyles Integrated Spatial Planning for Sustainable Human Settlements (LISSU);Heinonen, Jukka;268099;08.05.2013;01.09.2013 - 31.08.2014;91.893
Postdoctoral Researcher LT;Aalto University;MMIC development for astrophysics and Earth remote sensing;Varonen, Mikko;267529;08.05.2013;01.09.2013 - 31.08.2016;275.360
Postdoctoral Researcher LT;Aalto University;Microfluidic Chips for Neuroscience;Jokinen, Ville;266820;08.05.2013;01.09.2013 - 31.08.2016;297.360
Postdoctoral Researcher LT;Aalto University;Micropart Transfer using Gecko-inspired Adhesives (IKARUGA);Sariola, Veikko;268685;08.05.2013;01.09.2013 - 31.05.2016;247.974
Postdoctoral Researcher LT;Aalto University;Numerical Simulation of Compressible Fuel Jets in Hot Environments and Modal Analysis;Vuorinen, Ville;268380;08.05.2013;01.09.2013 - 31.08.2016;274.550
Postdoctoral Researcher LT;Aalto University;Polarization and magnetic fields of active galactic nuclei;Hovatta, Talvikki;267324;08.05.2013;01.09.2013 - 31.08.2016;188.750
Postdoctoral Researcher LT;Aalto University;Practical designs of molecular self-assembly systems and their optimization;Seki, Shinnosuke;266670;08.05.2013;01.09.2013 - 31.03.2015;141.767
Postdoctoral Researcher LT;Aalto University;Quantum detection of single microwave photons;Lake, Russell;265675;08.05.2013;01.09.2013 - 31.08.2016;255.095
Postdoctoral Researcher LT;Aalto University;Sparse signals, information processing and statistical physics;Vehkaperä, Mikko;270144;08.05.2013;01.12.2013 - 15.09.2015;186.664
Postdoctoral Researcher LT;Finnish Geodetic Institute;New Applications for Ubiquitous Multi- and Hyperspectral Mobile Mapping Systems;Puttonen, Eetu S;265949;08.05.2013;01.09.2013 - 31.12.2014;93.562
Postdoctoral Researcher LT;Finnish Geospatial Research Institute (FGI) in the National Land Survey of Finland;New Applications for Ubiquitous Multi- and Hyperspectral Mobile Mapping Systems;Puttonen, Eetu S;292757;08.05.2013;01.01.2015 - 31.08.2016;103.738
Postdoctoral Researcher LT;Finnish Meteorological Institute;Quantification of the aerosol impact on the radiation budget using the synergy of active and passive remote sensors;Giannakaki, Eleni;270108;08.05.2013;01.09.2013 - 31.08.2017;228.455
Postdoctoral Researcher LT;Finnish Meteorological Institute;Quantifying energetic particle forcing of the atmosphere using ground-based auroral cameras;Whiter, Daniel;268260;08.05.2013;01.09.2013 - 17.04.2015;119.428
Postdoctoral Researcher LT;Lappeenranta-Lahti University of Technology LUT;Combined electro-thermal modelling and analysis of speed-controlled drive's energy efficiency and verification of results by calorimetric measurements;Aarniovuori, Lassi;267906;08.05.2013;01.09.2013 - 31.08.2016;278.650
Postdoctoral Researcher LT;Lappeenranta-Lahti University of Technology LUT;Optimizing of the life cycle energy production of a wind turbine;Hynynen, Katja Maaret;269679;08.05.2013;01.09.2013 - 31.08.2016;251.214
Postdoctoral Researcher LT;Tampere University of Technology -2018;"""Nanocomposite materials with engineered nonlinear optical properties"" NANOCOMP";Czaplicki, Robert;265682;08.05.2013;01.09.2013 - 31.08.2016;258.320
Postdoctoral Researcher LT;Tampere University of Technology -2018;Cylindrical vectorial beam control for nanophotonics imaging (CYCLONI);Bautista, Godofredo Jr.;267847;08.05.2013;01.01.2014 - 31.12.2016;256.990
Postdoctoral Researcher LT;Tampere University of Technology -2018;Hybrid organic-inorganic nanostructures for solar cell applications;Vivo, Paola;268672;08.05.2013;01.09.2013 - 16.07.2017;259.710
Postdoctoral Researcher LT;Tampere University of Technology -2018;Implantable and wearable antennas for body-centric wireless sensing systems;Björninen, Toni;265768;08.05.2013;01.09.2013 - 31.08.2016;281.340
Postdoctoral Researcher LT;Tampere University of Technology -2018;Structural and functional analysis of ATP-generating proton pumps using large-scale atomistic molecular dynamics simulations.;Sharma, Vivek;265984;08.05.2013;01.09.2013 - 31.08.2016;269.230
Postdoctoral Researcher LT;Tampere University of Technology -2018;"Terahertz Radiation via Extreme Pulse Trains 
for Biomedical Imaging and Low-Noise Studies  
(T-REPTILE)";Saarinen, Esa J.;269121;08.05.2013;01.09.2013 - 16.10.2016;248.900
Postdoctoral Researcher LT;University of Helsinki;Algorithms for high-throughput sequencing data;Salmela, Leena;267591;08.05.2013;01.09.2013 - 31.08.2016;260.220
Postdoctoral Researcher LT;University of Helsinki;Geometric Harmonic Analysis;Chousionis, Vasileios;267047;08.05.2013;01.01.2014 - 31.08.2015;131.205
Postdoctoral Researcher LT;University of Helsinki;Long-term UV radiation exposure in climatically sensitive arctic and alpine lakes;Nevalainen, Liisa;265507;08.05.2013;01.09.2013 - 31.08.2014;89.703
Postdoctoral Researcher LT;University of Helsinki;Mechanisms of emulsion stabilization by novel plant-derived food hydrocolloids (MESTA);Mikkonen, Kirsi;268144;08.05.2013;01.09.2013 - 31.08.2016;283.590
Postdoctoral Researcher LT;University of Helsinki;Multiparameter Dyadic Harmonic Analysis and Probabilistic Methods;Martikainen, Henri;266262;08.05.2013;01.09.2013 - 31.08.2016;260.110
Postdoctoral Researcher LT;University of Helsinki;Practical Compressed Indexes for Repetitive Sequences;Gagie, Travis;268324;08.05.2013;01.09.2013 - 31.08.2016;254.450
Postdoctoral Researcher LT;University of Helsinki;Ring-current investigations of doped and functionalized carbon nanostructures;Taubert, Stefan;268251;08.05.2013;01.09.2013 - 06.11.2016;243.010
Postdoctoral Researcher LT;University of Helsinki;Stochastic Quantization of Loop Quantum Gravity;Långvik, Miklos;266101;08.05.2013;01.09.2013 - 31.08.2016;248.384
Postdoctoral Researcher LT;University of Iceland;Lifestyles Integrated Spatial Planning for Sustainable Human Settlements (LISSU);Heinonen, Jukka;286747;08.05.2013;01.09.2014 - 31.08.2016;193.507
Postdoctoral Researcher LT;University of Jyväskylä;Double Beta Decay and Neutrino Properties;Kotila, Jenni-Mari Sofia;266437;08.05.2013;01.09.2013 - 31.08.2016;260.910
Postdoctoral Researcher LT;University of Jyväskylä;Geometric Variational problems and nonlinear degenerate partial differential equations;Julin, Vesa;268393;08.05.2013;01.09.2013 - 31.08.2016;212.110
Postdoctoral Researcher LT;University of Jyväskylä;Long-term UV radiation exposure in climatically sensitive arctic and alpine lakes;Nevalainen, Liisa;287547;08.05.2013;01.09.2014 - 31.08.2016;167.977
Postdoctoral Researcher LT;University of Jyväskylä;Time-resolved single molecule spectroscopy using plasmonic dimer nanoparticles;Hulkko, Eero;265502;08.05.2013;01.09.2013 - 31.08.2016;259.990
Postdoctoral Researcher LT;University of Oulu;A cross-platform framework for adaptive 3D data distribution using Web and P2P technologies (CADIST3D);Koskela, Timo;268905;08.05.2013;01.09.2013 - 11.12.2016;263.770
Postdoctoral Researcher LT;University of Oulu;Explaining Behavioral Change: Toward a Process Theory of Employee Compliance with Information Systems (IS) Security Procedures;Karjalainen, Mari;268323;08.05.2013;01.09.2013 - 31.08.2016;238.626
Postdoctoral Researcher LT;University of Oulu;Joint Adaptation of Multiple Cognitive Systems without Explicit Coordination;Khan, Zaheer;268997;08.05.2013;01.09.2013 - 31.08.2016;251.990
Postdoctoral Researcher LT;University of Oulu;Secondary users in cognitive radios (SUCORA);Vartiainen, Johanna;269414;08.05.2013;01.09.2013 - 31.08.2016;259.920
Postdoctoral Researcher LT;University of Oulu;UBI HIB: Operationalizing Human Information Behavior Theories as Analytical Tools for Large-Scale Ubiquitous Computing Research;Kukka, Hannu;268397;08.05.2013;01.09.2013 - 30.09.2016;257.640
Postdoctoral Researcher LT;University of Vaasa;From mass customization to global manufacturing;Nugroho Widhi, Yohanes Kristianto;269693;08.05.2013;01.09.2013 - 31.08.2016;231.990
Postdoctoral Researcher LT;VTT Technical Research Centre of Finland Ltd;Quantitative determination of thermal characteristics of THz Schottky diodes and their effect on Schottky diode electrical performance;Kiuru, Tero;268189;08.05.2013;01.09.2013 - 31.08.2016;253.650
Postdoctoral Researcher LT;Åbo Akademi University;Electrical array with dual functionality allowing for electrically controlled anti-inflammatory drug delivery and galvanic wound stimulation;Wang, Xiaoju;268455;08.05.2013;01.09.2013 - 16.07.2017;250.795
Postdoctoral Researcher LT;Aalto University;Chirality Controlled Growth of Single-walled Carbon Nanotubes for High-performance Thin-film Transistors;Tian, Ying;276160;16.05.2014;01.09.2014 - 31.08.2017;255.745
Postdoctoral Researcher LT;Aalto University;Computational modeling of language acquisition: bridging the gap between physical sensory input and high-level linguistic representations;Räsänen, Okko;274479;16.05.2014;01.09.2014 - 31.08.2017;276.860
Postdoctoral Researcher LT;Aalto University;Consistency of valued preference relations for decision analytics methods;Brunelli, Matteo;277135;16.05.2014;01.09.2014 - 31.01.2017;198.337
Postdoctoral Researcher LT;Aalto University;Coupled Magnetomechanical Analysis of Power Losses in Electrical Machines;Rasilo, Paavo;274593;16.05.2014;01.09.2014 - 31.08.2015;89.628
Postdoctoral Researcher LT;Aalto University;Experimentally-based dynamic models to predict reprogramming strategies for adaptive immune system;Intosalmi, Jukka;275537;16.05.2014;01.01.2015 - 31.12.2017;275.780
Postdoctoral Researcher LT;Aalto University;Fast and sensitive thermometry for low-temperature nanoelectronic circuits;Peltonen, Joonas;275167;16.05.2014;01.09.2014 - 31.08.2017;289.630
Postdoctoral Researcher LT;Aalto University;Fault-tolerant Economic Model Predictive Control for Smart Energy Systems;Jain, Tushar;275002;16.05.2014;01.09.2014 - 22.07.2015;90.006
Postdoctoral Researcher LT;Aalto University;Forecasting cascades of innovation and conflict in online societies;Iniguez Gonzalez, Gerardo;278671;16.05.2014;01.09.2014 - 19.10.2014;22.710
Postdoctoral Researcher LT;Aalto University;Hybrid carbon nanomaterial biosensors;Peltola, Emilia;274670;16.05.2014;01.09.2014 - 31.08.2018;273.910
Postdoctoral Researcher LT;Aalto University;Integration mechanisms for complex service offerings;Brax, Saara;274327;16.05.2014;01.09.2014 - 31.08.2017;283.630
Postdoctoral Researcher LT;Aalto University;Multisource Intent-prediction for Interactive Information Retrieval;Ruotsalo, Tuukka;278090;16.05.2014;01.09.2014 - 31.12.2016;198.040
Postdoctoral Researcher LT;Aalto University;Nearly zero energy community by integrating and optimizing local energy systems;Kayo, Genku;274256;16.05.2014;01.09.2014 - 31.08.2017;249.520
Postdoctoral Researcher LT;Aalto University;Parallel Assembly of Inorganic Micro Components for Stretchable Electronics;Chang, Bo;275117;16.05.2014;01.09.2014 - 31.08.2017;265.010
Postdoctoral Researcher LT;Aalto University;Physico-chemical alterations in cellulosic fibers treated under subcritical water conditions (PURCELL);Borrega Sabate, Marc;275398;16.05.2014;01.09.2014 - 31.12.2016;186.948
Postdoctoral Researcher LT;Aalto University;Population-code representations of natural visual scenes in the human visual cortex;Henriksson, Linda;278957;16.05.2014;01.09.2014 - 31.08.2017;275.640
Postdoctoral Researcher LT;Aalto University;Rede☐fining the Ampere a Single Electron at a Time;Tan, Kuan;276528;16.05.2014;01.09.2014 - 31.08.2017;260.115
Postdoctoral Researcher LT;Centre for Metrology and Accreditation;Radiocarbon Spectroscopy for Climate Sciences;Genoud, Guillaume;274616;16.05.2014;01.09.2014 - 31.12.2014;25.161
Postdoctoral Researcher LT;Finnish Meteorological Institute;Emulation of Cloud-Aerosol Indirect Radiative Effects (ECLAIRE);Dunne, Eimear;275815;16.05.2014;01.09.2014 - 31.08.2017;242.318
Postdoctoral Researcher LT;Tampere University of Technology -2018;Characterizing the Performance Limits of Network-Assisted Device-to-Device Communications;Andreev, Sergey;279004;16.05.2014;01.09.2014 - 31.08.2017;251.700
Postdoctoral Researcher LT;Tampere University of Technology -2018;Cognitive Full-Duplex Radio Transceivers: Analysis and Mitigation of RF Impairments, and Practical Implementation;Syrjälä, Ville;276378;16.05.2014;01.09.2014 - 31.08.2017;282.870
Postdoctoral Researcher LT;Tampere University of Technology -2018;Coupled Magnetomechanical Analysis of Power Losses in Electrical Machines;Rasilo, Paavo;297056;16.05.2014;01.09.2015 - 31.08.2017;194.612
Postdoctoral Researcher LT;Tampere University of Technology -2018;Ions-shaped Nanomaterials for Nonlinear Optics;Slablab, Abdallah;274649;16.05.2014;01.09.2014 - 17.09.2017;267.903
Postdoctoral Researcher LT;Tampere University of Technology -2018;Optimizing Global Software Projects with Fuzzy Meta-Heuristics;Sievi-Korte, Outi;278333;16.05.2014;01.09.2014 - 15.09.2018;256.370
Postdoctoral Researcher LT;Tampere University of Technology -2018;UNICODE - UNIfied platform-COmpiler Design for Embedded streaming applications;Boutellier, Jani;309693;16.05.2014;01.09.2016 - 30.04.2018;167.671
Postdoctoral Researcher LT;University of Helsinki;Conformal invariance in statistical mechanics, Schramm-Loewner evolutions and discrete complex analysis;Izyurov, Konstantin;276618;16.05.2014;01.09.2014 - 31.08.2016;176.393
Postdoctoral Researcher LT;University of Helsinki;Methods for Biological Multi-Assembly Problems and their Application;Tomescu, Alexandru Ioan;274977;16.05.2014;01.09.2014 - 15.01.2018;268.300
Postdoctoral Researcher LT;University of Helsinki;Multisource Intent-prediction for Interactive Information Retrieval;Ruotsalo, Tuukka;312469;16.05.2014;01.01.2017 - 31.08.2017;66.500
Postdoctoral Researcher LT;University of Helsinki;New radiolabeled molecular imaging probes for the evaluation of nanostructured systems for drug delivery and radiotherapy;Sarparanta, Mirkka;278056;16.05.2014;01.09.2014 - 31.05.2018;305.330
Postdoctoral Researcher LT;University of Helsinki;Nonlinear Elliptic Equations, Quasiharmonic Fields, and the Range of the Differential;Jääskeläinen, Jarmo;276233;16.05.2014;01.09.2014 - 31.08.2017;211.611
Postdoctoral Researcher LT;University of Helsinki;Restricted families of projections and connections to Kakeya type problems;Orponen, Tuomas;274512;16.05.2014;01.09.2014 - 31.08.2017;265.069
Postdoctoral Researcher LT;University of Helsinki;Supertrees, fossil mammals and climate - Exploring taxon replacement and the palaeobiogeographic past of Cenozoic mammals;Säilä-Corfe, Laura;275551;16.05.2014;01.09.2014 - 31.12.2018;270.920
Postdoctoral Researcher LT;University of Helsinki;Tailoring the Dissolution and Stability of Active Ingredient Particles by Atomic and Molecular Layer Deposition.;Kääriäinen, Tommi;278968;16.05.2014;01.01.2015 - 31.12.2017;292.855
Postdoctoral Researcher LT;University of Helsinki;Waves in stochastic inverse problems;Helin, Tapio;275177;16.05.2014;01.09.2014 - 18.12.2017;279.771
Postdoctoral Researcher LT;University of Helsinki;Zwitterionic and Thermoresponsive Targeted Bioconjugates for Biomedical-Applications;Niskanen, Jukka-Pekka;278720;16.05.2014;01.09.2014 - 31.08.2017;268.210
Postdoctoral Researcher LT;University of Jyväskylä;Controlling photoswitchable proteins primary reactions by surface plasmons;Lehtivuori, Heli;277194;16.05.2014;01.09.2014 - 31.08.2017;255.100
Postdoctoral Researcher LT;University of Jyväskylä;Nonlinear Elliptic Equations, Quasiharmonic Fields, and the Range of the Differential;Jääskeläinen, Jarmo;318636;16.05.2014;01.09.2017 - 28.02.2018;48.543
Postdoctoral Researcher LT;University of Jyväskylä;Small Molecule Activation by 3d Metal Complexes with Covalently Tethered N-Heterocyclic Carbene Ligands;Hänninen, Mikko;274505;16.05.2014;01.09.2014 - 31.08.2017;254.560
Postdoctoral Researcher LT;University of Oulu;AWARE: Human and Social Context for Wellbeing;Teixeira Ferreira, Denzil;276786;16.05.2014;01.09.2014 - 31.12.2017;270.770
Postdoctoral Researcher LT;University of Oulu;Archean sulfur recycling: evidence from multiple sulfur isotopes of mantle xenoliths;Yang, Shenghong;276614;16.05.2014;01.09.2014 - 31.08.2017;314.300
Postdoctoral Researcher LT;University of Oulu;UNICODE - UNIfied platform-COmpiler Design for Embedded streaming applications;Boutellier, Jani;274911;16.05.2014;01.01.2015 - 31.08.2016;104.539
Postdoctoral Researcher LT;University of Turku;Memristive and memcapacitive event-based neuromorphic computing;Lehtonen, Eero;277383;16.05.2014;01.09.2014 - 31.08.2017;257.600
Postdoctoral Researcher LT;University of Turku;Towards Reliable Many-Core Embedded Systems from Unreliable Components;Ebrahimi, Masoumeh;278223;16.05.2014;01.09.2014 - 31.08.2017;212.570
Postdoctoral Researcher LT;VTT Technical Research Centre of Finland Ltd;Assessment of the interfacial phenomena on lignin-containing nanofibrillated cellulose and its impact on nanocomposite materials performance;Peresin, Maria Soledad;277506;16.05.2014;01.09.2014 - 11.09.2016;147.021
Postdoctoral Researcher LT;VTT Technical Research Centre of Finland Ltd;Physico-chemical alterations in cellulosic fibers treated under subcritical water conditions (PURCELL);Borrega Sabate, Marc;312470;16.05.2014;01.01.2017 - 12.11.2017;107.522
Postdoctoral Researcher LT;VTT Technical Research Centre of Finland Ltd;Radiocarbon Spectroscopy for Climate Sciences;Genoud, Guillaume;292756;16.05.2014;01.01.2015 - 04.06.2018;246.097
Postdoctoral Researcher LT;Aalto University;Behavior of future electro-hydraulic systems in Arctic conditions;Minav, Tatiana;289613;29.04.2015;01.09.2015 - 11.07.2019;253.580
Postdoctoral Researcher LT;Aalto University;Cutting-edge third generation advanced photovoltaic devices.;Hashmi, Ghufran;287641;29.04.2015;01.09.2015 - 31.08.2018;252.995
Postdoctoral Researcher LT;Aalto University;Enabling a Virtuous Cycle of Research in the Humanities Based on Open Structured Data;Mäkelä, Eetu;286898;29.04.2015;01.09.2015 - 31.08.2017;169.726
Postdoctoral Researcher LT;Aalto University;Experimentally validated approach for simulating cracking in steel fibre reinforced concrete;Eik, Marika;289740;29.04.2015;01.09.2015 - 21.07.2019;270.390
Postdoctoral Researcher LT;Aalto University;Hierarchical, bio-insipred geometries for efficient, robust materials (HIER-GEO);Rayneau-Kirkhope, Daniel;287859;29.04.2015;01.09.2015 - 31.08.2018;237.966
Postdoctoral Researcher LT;Aalto University;Improving the security of cryptographic primitives through unification of statistical cryptanalyses;Blondeau, Celine;285854;29.04.2015;01.09.2015 - 14.01.2018;91.284
Postdoctoral Researcher LT;Aalto University;Model for environmental impact category indicator of light pollution for life cycle assessment;Tähkämö, Leena;285443;29.04.2015;01.09.2015 - 30.11.2018;201.606
Postdoctoral Researcher LT;Aalto University;Multi-scale modelling of human exposure to intermediate frequency electromagnetic fields;Laakso, Ilkka;285610;29.04.2015;01.09.2015 - 31.08.2018;251.527
Postdoctoral Researcher LT;Aalto University;Perceptual nonlinear effects in concert hall acoustics;Pätynen, Jukka;289300;29.04.2015;01.09.2015 - 31.08.2018;249.948
Postdoctoral Researcher LT;Aalto University;Quantum Entanglement in Graphene;Tan, Zhenbing;290346;29.04.2015;01.09.2015 - 31.08.2018;250.049
Postdoctoral Researcher LT;Aalto University;Rationally designed molecular devices through nucleic acid nanotechnology;Linko, Veikko;286845;29.04.2015;01.09.2015 - 31.08.2018;287.800
Postdoctoral Researcher LT;Aalto University;The turbulent magnetosheath: the impact on magnetospheric and radiation belt plasma properties;Dimmock, Andrew;288472;29.04.2015;01.09.2015 - 14.01.2018;186.734
Postdoctoral Researcher LT;Finnish Meteorological Institute;Clouds, aerosols, and OCO-2: Quantifying the impact of small-particle light scattering on satellite-retrieved carbon dioxide;Lindqvist, Hannakaisa M;285421;29.04.2015;01.09.2015 - 05.09.2019;238.368
Postdoctoral Researcher LT;Finnish Meteorological Institute;"Observation-based surface energy budget of the Arctic,  
and its changes over three decades";Riihelä, Aku;287399;29.04.2015;01.09.2015 - 31.08.2018;242.010
Postdoctoral Researcher LT;Lappeenranta-Lahti University of Technology LUT;Monitoring and Modelling of Advanced Adaptive Welding Process Systems  for Ultra-High Strength Steel (UHSS);Kah, Paul;289323;29.04.2015;01.09.2015 - 31.08.2018;286.110
